Date,Sec_LA1,Sec_LA101,Sec_LSA101,Sec_LA2,Sec_LA3,Sec_LA44,Sec_LA53,Sec_LA54,Sec_LA6,Sec_LAMAR,Indi_LA1,Indi_LA2,Indi_LA3,Indi_LA44,Indi_LA6,Indi_LAMAR
11/14/2008,-0.179390878,-0.182876557,-0.045834658,-0.141319137,-0.15375832,-0.178599319,-0.137041899,-0.137041899,-0.15375832,-0.137041899,-0.36993058,-0.334606806,-0.446819613,-0.402662609,-0.529025793,-0.265185514
11/17/2008,-0.1294132,-0.132903823,-0.07247835,-0.063282132,-0.103152284,-0.130047164,-0.060425473,-0.060425473,-0.103152284,-0.060425473,-0.213756403,-0.223833299,-0.276983152,-0.251130833,-0.34676195,-0.184934306
11/18/2008,-0.011385296,0.009809978,-0.006956469,0.010914429,0.009720183,0.015661996,0.016766447,0.016766447,0.009720183,0.016766447,0.08917868,0.178376619,0.11432424,0.172202233,0.118939854,0.048717017
11/19/2008,-0.273411501,-0.284806405,-0.141995662,-0.167039985,-0.217911216,-0.260577164,-0.142810744,-0.142810744,-0.217911216,-0.142810744,-0.549639174,-0.460154826,-0.690128445,-0.593930747,-0.639013454,-0.474138486
11/20/2008,-0.221056832,-0.316129374,-0.152166289,-0.162276271,-0.317238088,-0.317816188,-0.163963085,-0.163963085,-0.317238088,-0.163963085,-0.541225207,-0.399005386,-0.599199714,-0.533413249,-0.509284136,-0.522757369
11/21/2008,0.130028651,0.240183783,0.038355833,0.230007756,0.243328321,0.212003977,0.20182795,0.20182795,0.243328321,0.20182795,0.431441625,0.431860592,0.42312712,0.467804769,0.424897686,0.246704884
11/24/2008,0.299823978,0.352078154,0.260677183,0.121451598,0.253690076,0.322027526,0.091400971,0.091400971,0.253690076,0.091400971,0.842334005,0.568221952,1.079011181,0.964683767,1.156159367,0.584553215
11/25/2008,0.091882927,0.10117377,0.055371265,0.053478278,0.100651296,0.093497997,0.045802505,0.045802505,0.100651296,0.045802505,0.09371041,0.013009733,0.246905585,0.190836399,0.171686623,0.130663899
11/26/2008,0.152271109,0.192517991,0.136329649,0.071936397,0.114744248,0.176769937,0.056188343,0.056188343,0.114744248,0.056188343,0.23384121,0.257960256,0.262894225,0.296154492,0.268091893,0.206004001
11/27/2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/28/2008,0.060980911,0.063152637,0.033311773,0.056893029,0.04820143,0.075006141,0.067309507,0.013613473,0.018165343,0.046994233,0.242594549,0.153211287,0.151376228,0.349468601,-0.045222965,0.023622626
12/1/2008,-0.371754758,-0.375639439,-0.064627249,-0.355966577,-0.420982602,-0.386958022,-0.254812793,-0.316732764,-0.331744503,-0.244745187,-0.868213206,-0.987190481,-0.85830456,-0.90514106,-0.655238142,-0.550969674
12/2/2008,0.188542926,0.177269818,0.045370743,0.168332077,0.187196326,0.199712731,0.112293697,0.141259033,0.141415221,0.101442805,0.540005566,0.409826836,0.412783153,0.537562166,0.387262701,0.261840166
12/3/2008,0.121219949,0.109458951,0.031924415,0.121425799,0.086667804,0.128308257,0.070393323,0.088853637,0.082278066,0.081918274,0.247237641,0.367297205,0.123751474,0.355325764,0.191939941,0.316935985
12/4/2008,-0.090031992,-0.083961336,0.029318523,-0.106183014,-0.135942132,-0.038785942,-0.087684717,-0.117634546,-0.134793148,-0.108190426,-0.26260591,-0.202354541,-0.1787337,-0.231095534,-0.15268348,-0.129527957
12/5/2008,0.176891962,0.171029026,0.080657333,0.15878203,0.130644623,0.166772276,0.092982615,0.123373241,0.095709655,0.107874232,0.211090051,0.388620606,0.339829027,0.317591364,0.334745142,0.281201123
12/8/2008,0.147356294,0.145327182,0.03956343,0.137583382,0.153374527,0.138256414,0.055857844,0.13612943,0.14433349,0.076450609,0.376229236,0.583366841,0.450226464,0.464873784,0.326128824,0.146155674
12/9/2008,-0.079846322,-0.083381513,-0.043385925,-0.0763898,-0.0619627,-0.093575907,-0.066745119,-0.032193699,-0.03061423,-0.055486707,-0.326022808,-0.25308499,-0.209118877,-0.270158317,-0.314259512,-0.269490953
12/10/2008,-0.012431955,-0.01006249,-0.097253391,-0.013552603,0.065373234,0.019153767,0.028001399,0.063835253,0.081683839,0.003525103,0.101953885,-0.077091424,0.075595053,0.070058707,-0.002361637,0.038822351
12/11/2008,-0.134935625,-0.152051805,-0.10312451,-0.099853805,-0.1323085,-0.155998617,-0.05604255,-0.062250735,-0.076191552,-0.03428417,-0.218345269,-0.372217397,-0.272815438,-0.445281286,-0.100630295,-0.142794909
12/12/2008,0.035833322,0.035138202,0.040044102,0.039393328,0.018425598,0.020661275,0.012241099,0.000682923,0.004948825,0.021389927,0.130476998,0.060740487,0.187995339,0.007874286,0.140993761,0.083141944
12/15/2008,-0.054642666,-0.053518393,-0.026858947,-0.069739467,-0.062933954,-0.046923465,-0.018843391,-0.022170892,-0.03572884,-0.029451639,-0.025358664,-0.151375278,-0.108172828,-0.100251135,-0.159700782,-0.018158247
12/16/2008,0.25230516,0.236198909,0.078648448,0.2370095,0.225953949,0.253447492,0.14611381,0.17546793,0.170082357,0.148735619,0.34430352,0.46816252,0.446225779,0.547392731,0.415815138,0.326072625
12/17/2008,-0.034352126,-0.033286072,0.004049509,-0.064980817,-0.0455,-0.0095225,-0.040966868,-0.026513439,-0.050585271,-0.060773418,-0.073889832,-0.119270102,-0.111965945,-0.096104659,-0.043315119,-0.069445395
12/18/2008,-0.084587585,-0.088518487,-0.018163711,-0.041159868,-0.11353166,-0.084544892,-0.015914685,-0.106803439,-0.105728935,-0.008935631,-0.217112444,-0.141174482,-0.266123137,-0.286028176,-0.220173143,-0.071180077
12/19/2008,-0.012242799,-0.028726825,-0.003831361,-0.020164109,-0.028798546,-0.027141914,-0.021748997,-0.015022626,-0.021615766,-0.019797468,0.108729092,0.019992413,0.019315054,-0.038378125,0.098447329,-0.05543399
12/22/2008,-0.071196351,-0.061730026,0.014969074,-0.068995578,-0.093586096,-0.084270957,-0.033057823,-0.077154787,-0.083540986,-0.031312737,-0.143015308,-0.187005055,-0.140146158,-0.148458937,-0.175485261,-0.045738224
12/23/2008,-0.040372542,-0.048902321,-0.029479987,-0.04864252,-0.036013496,-0.037082386,-0.022316477,-0.021929764,-0.033728724,-0.033093884,-0.096095995,-0.088620212,-0.068395009,-0.121015889,-0.0877842,-0.035182523
12/24/2008,0.031228574,0.043338671,0.038173466,0.030020936,0.029277495,0.031832115,0.016583949,0.006788469,0.015354494,0.016999575,0.070222912,0.049201588,0.068078095,0.113049902,0.059143808,0.04303182
12/25/2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/26/2008,0.007904651,0.007988588,-0.019516767,0.00243176,0.024047631,0.020392155,0.011378392,0.024032009,0.025396774,0.002432154,0.01705685,0.013691337,0.017308431,0.008582943,0.058697038,0.015536789
12/29/2008,-0.028011367,-0.02860707,-0.031900717,-0.007217596,-0.003116352,-0.047860456,-0.020212704,0.001829122,0.005507148,-0.000883458,-0.034344093,-0.022109907,-0.054772724,-0.170745732,-0.055064199,-0.02097509
12/30/2008,0.113639672,0.1101734,0.013703888,0.091768564,0.115072748,0.132574689,0.087595955,0.099924661,0.095839855,0.069179996,0.195934879,0.159417071,0.216931803,0.14500357,0.221646402,0.105851845
12/31/2008,0.055291902,0.083724975,0.035521195,0.081895834,0.055291902,0.041842822,0.066993643,0.041842822,0.055291902,0.052797295,0.181381691,0.080632915,0.095517556,0.099914672,0.073001434,0.078140851
1/1/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/2/2009,0.108760636,0.112021828,-0.018983362,0.085420557,0.108760636,0.121840204,0.069065978,0.121840204,0.108760636,0.107897008,0.304220586,0.300969019,0.214784222,0.338104229,0.220908398,0.213428571
1/5/2009,-0.011601332,-0.024654311,-0.054345242,-0.006133437,-0.011601332,0.019701409,-0.003111908,0.019701409,-0.011601332,0.009038323,-0.022599931,-0.047269488,-0.122029464,0.011743688,-0.138872685,-0.077199124
1/6/2009,0.014060304,0.040040921,0.0365169,0.008969646,0.014060304,0.002987682,-0.029288054,0.002987682,0.014060304,-0.02850186,0.169570788,0.146024641,-0.068238616,0.199099196,-0.030676929,-0.123216503
1/7/2009,-0.095473328,-0.146313701,-0.055055179,-0.114760965,-0.095473328,-0.093195371,-0.079190753,-0.093195371,-0.095473328,-0.066726525,-0.326623733,-0.289089603,-0.179255554,-0.24362311,-0.13270949,-0.163685633
1/8/2009,0.009362891,-0.001559471,-0.021987911,-0.012536595,0.009362891,0.012458687,-0.016600987,0.012458687,0.009362891,-0.006543936,0.027338687,-0.0049896,-0.020387256,0.069578772,-0.034247386,-0.046730297
1/9/2009,-0.071476523,-0.101349232,-0.027439973,-0.078534539,-0.071476523,-0.083140777,-0.067252581,-0.083140777,-0.071476523,-0.06612503,-0.231205999,-0.255917989,-0.053711578,-0.177428378,-0.096137795,-0.110838752
1/12/2009,-0.052440746,-0.097875965,-0.027854229,-0.073818008,-0.052440746,-0.069930983,-0.064880409,-0.069930983,-0.052440746,-0.035917612,-0.212199131,-0.272565327,-0.126862587,-0.197128259,-0.132790976,-0.131843677
1/13/2009,-0.007129653,-0.010247502,-0.020306423,-0.016262664,-0.007129653,0.035008593,0.009384019,0.035008593,-0.007129653,-0.017151866,-0.061006092,0.023144928,-0.034722785,-0.061879533,-0.015269969,0.040867628
1/14/2009,-0.103505411,-0.155748973,-0.051363584,-0.12890774,-0.103505411,-0.114135926,-0.105990481,-0.114135926,-0.103505411,-0.087511953,-0.362034944,-0.500556232,-0.278180862,-0.293462434,-0.229138836,-0.199593387
1/15/2009,0.027472682,-0.007513173,-0.039080797,-0.026807947,0.027472682,0.030665049,-0.029091667,0.030665049,0.027472682,0.041331978,-0.201790066,-0.200211298,0.094914848,0.046862707,0.111943443,-0.034410325
1/16/2009,0.029967437,-0.003506956,-0.046461937,0.004457827,0.029967437,0.032447223,0.007436852,0.032447223,0.029967437,0.049209038,-0.098201248,-0.113325111,0.086989144,0.020315678,0.079012395,0.007412745
1/19/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/20/2009,-0.122853237,-0.28158006,-0.146211612,-0.240240461,-0.122853237,-0.129841304,-0.218164335,-0.129841304,-0.122853237,-0.111764279,-0.708207918,-0.70174181,-0.221377606,-0.476475483,-0.24092749,-0.45167636
1/21/2009,0.099538623,0.207662874,0.060074026,0.188549884,0.099538623,0.141181982,0.184323149,0.141181982,0.099538623,0.067652354,0.589884153,0.736122602,0.118405251,0.30540579,0.159652815,0.281683216
1/22/2009,-0.022521189,-0.078016404,-0.031908907,-0.06587852,-0.022521189,-0.046636007,-0.058375113,-0.046636007,-0.022521189,-0.009480602,-0.353487036,-0.131967572,-0.036699053,-0.123252871,0.019064025,-0.109721221
1/23/2009,-0.025403752,-0.009453894,-0.054857204,-0.00433303,-0.025403752,0.033671115,0.025706357,0.033671115,-0.025403752,-0.010593873,0.047416474,0.125140746,-0.004169946,-0.00169288,0.047002398,-0.05241706
1/26/2009,0.024964476,0.007592107,-0.041517154,0.024433602,0.024964476,0.031806595,0.007460179,0.031806595,0.024964476,0.032327179,0.033477419,0.07713591,-0.055767699,0.062019455,-0.015067408,-0.045570095
1/27/2009,0.050200239,0.055478931,0.022323344,0.06324547,0.050200239,0.033688837,0.065850456,0.033688837,0.050200239,0.027782387,0.300728238,0.165571215,0.128543789,0.128262339,0.126851449,0.055125648
1/28/2009,0.082495111,0.208962246,0.131538563,0.172930946,0.082495111,0.081077567,0.159730393,0.081077567,0.082495111,0.074367665,0.371100684,0.495169395,0.151919931,0.231746715,0.122127758,0.337016637
1/29/2009,-0.088763483,-0.163852589,-0.077693256,-0.131000972,-0.088763483,-0.08744895,-0.108573383,-0.08744895,-0.088763483,-0.07036774,-0.405501642,-0.359677905,-0.121294092,-0.249267607,-0.108405392,-0.264954063
1/30/2009,-0.088902088,-0.079128757,0.019740081,-0.079720491,-0.095457004,-0.079720491,-0.098868838,-0.098868838,-0.092205918,-0.085791678,0.115130263,-0.160595629,-0.189338714,-0.119613859,-0.184880928,-0.099280767
2/2/2009,-0.000654672,-0.010784357,0.007416441,-0.027371997,-0.031646808,-0.027371997,-0.018200798,-0.018200798,-0.023083167,-0.005901988,-0.059127718,-0.026345995,-0.059012328,0.003951565,0.004084258,0.078237572
2/3/2009,0.045780946,0.030147434,-0.057285375,0.093060305,0.077548391,0.093060305,0.087432809,0.087432809,0.037364631,0.080215612,0.14631934,0.226862887,0.085092044,0.165604194,0.086964702,0.179494896
2/4/2009,-0.021441486,-0.013281362,0.027019113,-0.044068064,-0.023797056,-0.044068064,-0.040300475,-0.040300475,-0.007665393,-0.045916444,-0.167352389,-0.113972895,-0.003010371,-0.072973843,0.031004874,-0.129999437
2/5/2009,0.051609519,0.042955491,-0.030120785,0.065830006,0.06611232,0.065830006,0.073076276,0.073076276,0.067519323,0.048512443,0.204899231,0.090974134,0.141039208,0.091323337,0.242302168,0.068572056
2/6/2009,0.141054775,0.113172012,0.014700609,0.072279733,0.094088269,0.072279733,0.098471403,0.098471403,0.151476196,0.06016722,0.13871028,0.145859691,0.286605953,0.13755684,0.301292488,0.136240449
2/9/2009,0.029691295,0.021646277,0.028241767,-0.012009828,0.01527026,-0.012009828,-0.00659549,-0.00659549,0.036237624,-0.021186836,0.026890904,-0.063538441,0.164400594,-0.038375107,0.012840976,-0.018840903
2/10/2009,-0.228005459,-0.215820655,-0.049350784,-0.15917911,-0.171587571,-0.15917911,-0.166469871,-0.166469871,-0.241212439,-0.141078087,-0.264148031,-0.269787256,-0.420193245,-0.345070389,-0.456795084,-0.286430869
2/11/2009,0.070318099,0.065257045,0.061311431,0.014465537,0.00393973,0.014465537,0.003945614,0.003945614,0.046460382,0.022742277,0.042853062,0.050657832,0.051177164,0.068665471,0.040782285,0.046327338
2/12/2009,-0.007692589,-0.020902606,-0.037905562,0.024031648,0.004285942,0.024031648,0.017002956,0.017002956,-0.017555575,0.013655925,0.006885458,0.044769191,-0.041471372,0.040013264,-0.037979209,0.059057504
2/13/2009,-0.057625984,-0.059052351,-0.025339712,-0.044318708,-0.017677123,-0.044318708,-0.03371264,-0.03371264,-0.040157095,-0.052607896,-0.063898566,-0.142685187,-0.124491855,-0.101837519,-0.12014454,-0.113580515
2/16/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/17/2009,-0.208576432,-0.210343707,-0.04747944,-0.138579983,-0.17556759,-0.138579983,-0.162864267,-0.162864267,-0.26039315,-0.112814824,-0.215576091,-0.138198004,-0.441150025,-0.340539593,-0.507425412,-0.246336252
2/18/2009,0.00184667,-0.01391195,-0.007587778,-0.007382204,0.001784091,-0.007382204,-0.006324172,-0.006324172,-0.003478244,-0.016757878,0.065085208,0.064758048,0.01731421,0.023925095,0.008342217,0.004265569
2/19/2009,-0.101071362,-0.072314412,-0.050362731,0.000491396,-0.033697546,0.000491396,-0.021951681,-0.021951681,-0.098935121,0.004669028,0.001901541,0.039493094,-0.13865651,-0.056450806,-0.119383753,-0.023897808
2/20/2009,-0.030461923,-0.062776428,-0.024876431,-0.057921883,-0.04653992,-0.057921883,-0.037899997,-0.037899997,-0.045850515,-0.054825911,-0.034691793,-0.133435081,-0.158189515,-0.105123649,-0.084396674,-0.14102894
2/23/2009,-0.139180298,-0.117146297,0.023662657,-0.1144945,-0.157028563,-0.1144945,-0.140808954,-0.140808954,-0.166134061,-0.09182119,-0.191918267,-0.171817745,-0.320595444,-0.254153794,-0.32146525,-0.310808379
2/24/2009,0.183914035,0.186129036,0.049794622,0.124273846,0.114580309,0.124273846,0.136334414,0.136334414,0.216294245,0.106169205,0.205380063,0.175924232,0.297263112,0.272792028,0.422976363,0.256857646
2/25/2009,-0.041287821,-0.056842787,-0.041290766,-0.044850255,-0.030243798,-0.044850255,-0.015552021,-0.015552021,-0.027004004,-0.045390803,-0.089095813,-0.090113886,-0.041729991,-0.140873798,-0.094932882,-0.122529702
2/26/2009,-0.061447295,-0.067423698,-0.016281754,-0.090637868,-0.047439063,-0.090637868,-0.051141944,-0.051141944,-0.009156109,-0.109409533,-0.11966633,-0.300657047,0.037345391,-0.300503784,-0.066449965,-0.332895415
2/27/2009,-0.137185373,-0.085093829,0.019556327,-0.096162635,-0.11833994,-0.104650156,-0.129703582,-0.136363146,-0.11833994,-0.068761018,0.048666307,-0.311207432,-0.172939395,-0.226451126,-0.625886237,-0.175795355
3/2/2009,-0.195479497,-0.143792361,0.069262351,-0.20558826,-0.149214543,-0.213054712,-0.233087616,-0.190563556,-0.149214543,-0.11767801,-0.398940492,-0.426957274,-0.381310939,-0.307315209,-0.482961437,-0.327950496
3/3/2009,-0.03881841,-0.048742777,-0.008166135,-0.014209226,-0.043319567,-0.040576642,-0.057939851,-0.041398186,-0.043319567,-0.05947209,-0.227919191,0.024021305,0.02326207,-0.100024703,-0.000374744,-0.030865087
3/4/2009,0.069817785,0.054748172,-0.05858351,0.130382495,0.061349126,0.113331682,0.071788878,0.062715976,0.061349126,0.083503952,0.151003881,0.265980581,0.119258141,0.136395153,0.155846602,0.195261191
3/5/2009,-0.189948437,-0.194337347,-0.056772326,-0.139789892,-0.174198506,-0.137565021,-0.205206204,-0.182143242,-0.174198506,-0.108434034,-0.181971613,-0.305019396,-0.31495017,-0.229141285,-0.280607394,-0.345635512
3/6/2009,-0.000738782,-0.000788703,-0.014136578,0.01978436,0.013140335,0.013347875,-0.010788524,-0.002836498,0.013140335,0.021445191,0.006682743,0.194542124,0.051404411,0.126219633,0.079110152,0.148259629
3/9/2009,-0.045918981,-0.046580072,-0.002050654,-0.057028588,-0.052097151,-0.044529418,-0.013254847,-0.029664872,-0.052097151,-0.083958728,0.001095162,-0.129718156,0.016400346,-0.150990014,-0.102824689,-0.074405332
3/10/2009,0.317156073,0.285581355,0.110358386,0.219445489,0.260276943,0.175222969,0.287498107,0.278279194,0.260276943,0.125126414,0.569926344,0.479034416,0.660685421,0.495577964,0.726376559,0.401006297
3/11/2009,0.040135936,0.063275652,0.077551979,0.009594633,0.029456827,-0.014276327,0.030163839,0.016988251,0.029456827,0.001338988,-0.126430247,-0.114466081,-0.01482435,-0.051380923,0.091729633,-0.081772326
3/12/2009,0.212653995,0.19401205,0.069829252,0.139804741,0.206113553,0.124182798,0.178101687,0.209790148,0.206113553,0.11633101,0.277768293,0.476280418,0.455965645,0.446827947,0.38829814,0.353143039
3/13/2009,0.041220736,0.032555961,-0.007185202,0.026030052,0.054264392,0.039741163,0.012524095,0.056003661,0.054264392,0.061843303,0.001440394,0.307276566,-0.014325212,0.210786537,0.238265072,0.211138088
3/16/2009,-0.028089973,-0.036351998,-0.076391721,0.004160154,-0.023547815,0.040039723,0.031296568,-0.003722744,-0.023547815,0.023003134,0.063536348,-0.161752656,-0.109365211,-0.110712198,0.25847635,-0.138913613
3/17/2009,0.145765188,0.168004393,0.073255356,0.11542713,0.135217764,0.094749037,0.1440541,0.128096607,0.135217764,0.086075446,0.236432989,0.173944117,0.244985807,0.178039647,0.239399805,0.264189232
3/18/2009,0.134497137,0.140359507,0.077285572,0.044544493,0.110424051,0.063073935,0.161481952,0.115449915,0.110424051,0.042782253,0.056184625,0.059537162,0.170823758,0.131286648,0.263702642,0.026958893
3/19/2009,-0.110643044,-0.100193823,-0.104723829,-0.007381545,-0.113556681,0.004530006,-0.050377258,-0.125990125,-0.113556681,-0.019870029,-0.089348973,-0.128734091,-0.144637502,-0.02210128,-0.279108462,-0.161401635
3/20/2009,-0.125919803,-0.120803268,-0.013472886,-0.109699334,-0.101521659,-0.107330382,-0.161597495,-0.121050792,-0.101521659,-0.059147656,-0.126426852,-0.069624586,-0.185283967,-0.056943825,-0.026062761,-0.08755943
3/23/2009,0.331611742,0.337002283,0.107426119,0.250058866,0.302956985,0.229576165,0.356860545,0.316214846,0.302956985,0.177809782,0.468634702,0.401263258,0.651220893,0.405113437,0.570678407,0.416193075
3/24/2009,-0.085356834,-0.081959509,-0.020352879,-0.056288568,-0.08197722,-0.06160663,-0.096464356,-0.073712449,-0.08197722,-0.05564425,-0.074355727,-0.153483182,-0.176067933,-0.095099656,-0.115564682,-0.202552035
3/25/2009,0.053662809,0.055878973,0.046351365,0.015649088,0.055378708,0.009527608,0.036100367,0.057739432,0.055378708,0.021787658,-0.007108092,0.103407565,0.087262992,0.073127025,0.075972291,0.067663379
3/26/2009,0.102397996,0.094877874,0.009644671,0.099186399,0.059970638,0.085233203,0.085897761,0.087528897,0.059970638,0.060209393,0.132639397,0.163496723,0.260137073,0.149511841,0.107909949,0.128066534
3/27/2009,-0.08169727,-0.088511416,-0.019541113,-0.080618982,-0.07250723,-0.068970303,-0.089088233,-0.069696398,-0.07250723,-0.051763727,-0.229466784,-0.132336453,-0.225732814,-0.120819452,-0.181485299,-0.149083308
3/30/2009,-0.172684265,-0.168727433,-0.056569391,-0.123345452,-0.14468747,-0.112158041,-0.1926879,-0.163475314,-0.14468747,-0.078131005,-0.157586907,-0.16759278,-0.336337606,-0.224918506,-0.293196995,-0.090537394
3/31/2009,0.087569052,0.091838331,0.092493585,0.024388789,0.075672992,0.054898227,0.02011951,0.02011951,0.02665804,0.028401441,0.146840606,0.007157442,0.042499642,-0.001763521,0.114874751,0.128936145
4/1/2009,0.09695091,0.078648894,0.018657315,0.052778531,0.081519931,0.070430964,0.071080546,0.071080546,0.075400312,0.063033389,0.080467152,0.104563644,0.18165935,0.053833199,0.131931926,0.107546702
4/2/2009,0.162057506,0.121381286,0.001817584,0.084061565,0.107483538,0.102309455,0.124737785,0.124737785,0.133456556,0.106049611,0.01594762,0.243383365,0.255261379,0.136147946,0.261906812,0.079543482
4/3/2009,0.06892056,0.07444731,0.074513357,0.023494745,0.080668016,0.062633974,0.017967995,0.017967995,0.040934213,0.006640508,0.015975491,0.071609676,0.024798104,0.165034622,0.036011912,0.045025575
4/6/2009,-0.048430755,-0.059341973,-0.054031755,-0.029123307,-0.06551507,-0.0526132,-0.018212088,-0.018212088,-0.036218585,-0.011805965,0.001452588,-0.015787194,-0.063086001,0.032916767,-0.059103466,-0.048230584
4/7/2009,-0.11531602,-0.091369219,-0.003489816,-0.073446615,-0.091910619,-0.082396606,-0.097393416,-0.097393416,-0.09084276,-0.086536244,-0.067077787,-0.20649315,-0.194492086,-0.16599855,-0.207959423,-0.109971228
4/8/2009,0.057413932,0.058313076,0.021699818,0.044047022,0.042807633,0.036273012,0.043147879,0.043147879,0.046123316,0.058248354,0.061455559,0.061936267,0.114751599,0.11238925,0.094792542,0.066965596
4/9/2009,0.270131475,0.221415867,0.137987671,0.059332527,0.209925236,0.185305299,0.108048134,0.108048134,0.103859311,0.070900979,0.103016613,0.203950855,0.153768088,0.184431799,0.216514071,0.156070145
4/10/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/13/2009,0.045654118,0.029709128,0.032634279,-0.016105931,0.01830676,0.015542551,-0.000160941,-0.000160941,-0.021042052,0.005552393,0.26203984,0.075395355,-0.090615373,-0.078711375,-0.082446131,0.055998024
4/14/2009,-0.113417384,-0.111640186,-0.076027504,-0.030717323,-0.091979612,-0.095097774,-0.03249452,-0.03249452,-0.040783209,-0.05143311,-0.067595278,-0.108523604,-0.09238609,-0.114525502,-0.096766086,-0.222525895
4/15/2009,0.057844514,0.057905879,0.023626853,0.013521851,0.055976564,0.076795105,0.013460486,0.013460486,0.017120486,0.023820437,0.153334592,0.105956795,0.087040035,0.075266518,0.038424099,0.003514739
4/16/2009,0.109228075,0.082518899,0.026288329,0.045821048,0.05234786,0.036048206,0.072530225,0.072530225,0.075028898,0.082331483,0.005101915,0.082956157,0.198288361,0.080226052,0.141005187,0.104549373
4/17/2009,0.022622087,0.02154817,-0.006096902,0.019812099,0.021126747,0.027885804,0.020886015,0.020886015,0.007911139,0.026776381,-0.110195161,0.002689483,-0.043689834,0.010660862,-0.002237403,0.086913464
4/20/2009,-0.225319403,-0.192567933,-0.061370709,-0.110799017,-0.202855345,-0.190502081,-0.143550488,-0.143550488,-0.135411271,-0.108714759,-0.345139203,-0.273418934,-0.209072131,-0.189286136,-0.211631574,-0.170523801
4/21/2009,0.1317004,0.111140835,0.066514332,0.030950896,0.114258037,0.107374078,0.051510462,0.051510462,0.064656953,0.034292207,0.151648387,0.104076422,0.050929272,0.109831448,0.056269874,0.10782628
4/22/2009,-0.005580882,-0.031728603,-0.012587059,-0.027274683,-0.052266196,-0.070280779,-0.001126961,-0.001126961,-0.001017154,-0.009277162,-0.107052069,0.036422543,-0.111607762,-0.027073697,-0.064763775,-0.114274299
4/23/2009,0.062591766,0.055202359,0.024796348,0.027776271,0.073828957,0.069069289,0.035165678,0.035165678,0.037875682,0.005599668,0.11169754,0.03523955,0.114040467,0.227243665,0.074287886,0.008165625
4/24/2009,0.08199562,0.05972269,0.015453462,0.040369225,0.064022627,0.045649701,0.062642155,0.062642155,0.062328907,0.0334798,0.085317751,0.158297757,0.139418643,0.195753139,0.192439937,0.015422339
4/27/2009,-0.053792176,-0.026886853,-0.005175652,-0.005512951,-0.032597996,-0.021890923,-0.032418274,-0.032418274,-0.036256862,-0.000851343,-0.068036964,-0.039406297,-0.091191941,-0.032375461,0.022577086,-0.029125441
