Date,LA1,LA2,LA3,LA44,LA6,LAMAR
2/20/2009,-0.034691793,-0.133435081,-0.158189515,-0.105123649,-0.084396674,-0.14102894
2/23/2009,-0.191918267,-0.171817745,-0.320595444,-0.254153794,-0.32146525,-0.310808379
2/24/2009,0.205380063,0.175924232,0.297263112,0.272792028,0.422976363,0.256857646
2/25/2009,-0.089095813,-0.090113886,-0.041729991,-0.140873798,-0.094932882,-0.122529702
2/26/2009,-0.11966633,-0.300657047,0.037345391,-0.300503784,-0.066449965,-0.332895415
2/27/2009,0.048666307,-0.311207432,-0.172939395,-0.226451126,-0.625886237,-0.175795355
3/2/2009,-0.398940492,-0.426957274,-0.381310939,-0.307315209,-0.482961437,-0.327950496
3/3/2009,-0.227919191,0.024021305,0.02326207,-0.100024703,-0.000374744,-0.030865087
3/4/2009,0.151003881,0.265980581,0.119258141,0.136395153,0.155846602,0.195261191
3/5/2009,-0.181971613,-0.305019396,-0.31495017,-0.229141285,-0.280607394,-0.345635512
3/6/2009,0.006682743,0.194542124,0.051404411,0.126219633,0.079110152,0.148259629
3/9/2009,0.001095162,-0.129718156,0.016400346,-0.150990014,-0.102824689,-0.074405332
3/10/2009,0.569926344,0.479034416,0.660685421,0.495577964,0.726376559,0.401006297
3/11/2009,-0.126430247,-0.114466081,-0.01482435,-0.051380923,0.091729633,-0.081772326
3/12/2009,0.277768293,0.476280418,0.455965645,0.446827947,0.38829814,0.353143039
3/13/2009,0.001440394,0.307276566,-0.014325212,0.210786537,0.238265072,0.211138088
3/16/2009,0.063536348,-0.161752656,-0.109365211,-0.110712198,0.25847635,-0.138913613
3/17/2009,0.236432989,0.173944117,0.244985807,0.178039647,0.239399805,0.264189232
3/18/2009,0.056184625,0.059537162,0.170823758,0.131286648,0.263702642,0.026958893
3/19/2009,-0.089348973,-0.128734091,-0.144637502,-0.02210128,-0.279108462,-0.161401635
3/20/2009,-0.126426852,-0.069624586,-0.185283967,-0.056943825,-0.026062761,-0.08755943
3/23/2009,0.468634702,0.401263258,0.651220893,0.405113437,0.570678407,0.416193075
3/24/2009,-0.074355727,-0.153483182,-0.176067933,-0.095099656,-0.115564682,-0.202552035
3/25/2009,-0.007108092,0.103407565,0.087262992,0.073127025,0.075972291,0.067663379
3/26/2009,0.132639397,0.163496723,0.260137073,0.149511841,0.107909949,0.128066534
3/27/2009,-0.229466784,-0.132336453,-0.225732814,-0.120819452,-0.181485299,-0.149083308
3/30/2009,-0.157586907,-0.16759278,-0.336337606,-0.224918506,-0.293196995,-0.090537394
3/31/2009,0.146840606,0.007157442,0.042499642,-0.001763521,0.114874751,0.128936145
4/1/2009,0.080467152,0.104563644,0.18165935,0.053833199,0.131931926,0.107546702
4/2/2009,0.01594762,0.243383365,0.255261379,0.136147946,0.261906812,0.079543482
4/3/2009,0.015975491,0.071609676,0.024798104,0.165034622,0.036011912,0.045025575
4/6/2009,0.001452588,-0.015787194,-0.063086001,0.032916767,-0.059103466,-0.048230584
4/7/2009,-0.067077787,-0.20649315,-0.194492086,-0.16599855,-0.207959423,-0.109971228
4/8/2009,0.061455559,0.061936267,0.114751599,0.11238925,0.094792542,0.066965596
4/9/2009,0.103016613,0.203950855,0.153768088,0.184431799,0.216514071,0.156070145
4/10/2009,0,0,0,0,0,0
4/13/2009,0.26203984,0.075395355,-0.090615373,-0.078711375,-0.082446131,0.055998024
4/14/2009,-0.067595278,-0.108523604,-0.09238609,-0.114525502,-0.096766086,-0.222525895
4/15/2009,0.153334592,0.105956795,0.087040035,0.075266518,0.038424099,0.003514739
4/16/2009,0.005101915,0.082956157,0.198288361,0.080226052,0.141005187,0.104549373
4/17/2009,-0.110195161,0.002689483,-0.043689834,0.010660862,-0.002237403,0.086913464
4/20/2009,-0.345139203,-0.273418934,-0.209072131,-0.189286136,-0.211631574,-0.170523801
4/21/2009,0.151648387,0.104076422,0.050929272,0.109831448,0.056269874,0.10782628
4/22/2009,-0.107052069,0.036422543,-0.111607762,-0.027073697,-0.064763775,-0.114274299
4/23/2009,0.11169754,0.03523955,0.114040467,0.227243665,0.074287886,0.008165625
4/24/2009,0.085317751,0.158297757,0.139418643,0.195753139,0.192439937,0.015422339
4/27/2009,-0.068036964,-0.039406297,-0.091191941,-0.032375461,0.022577086,-0.029125441
4/28/2009,-0.066019564,0.013817988,2.33E-06,-0.012489696,-0.00360177,-0.026145356
4/29/2009,0.146865975,0.114141632,0.204027378,0.09080062,0.055499156,0.096140628
4/30/2009,0.161628418,-0.147105705,0.00960296,-0.12982393,-0.044848445,0.05095107
5/1/2009,0.108218174,0.066272569,0.091397226,0.093432093,0.108178628,-0.025419408
5/4/2009,0.13754841,0.071261418,0.297546711,0.140674397,0.195276067,0.205381276
5/5/2009,0.002459479,0.044679747,0.034535717,0.037937033,0.062345663,0.046755468
5/6/2009,0.128729481,0.120308786,0.206041432,0.124540193,0.098521308,0.030803464
5/7/2009,-0.116135704,0.011276506,-0.152021841,-0.054722648,-0.199489347,-0.238675381
5/8/2009,0.129157796,0.106194951,0.235437875,0.13186099,0.152300092,0.108636501
5/11/2009,-0.098672789,-0.083985107,-0.152305523,-0.07167008,-0.162240413,-0.074918919
5/12/2009,-0.040857225,0.077729751,0.070568189,0.017253778,0.055242441,-0.085227205
5/13/2009,-0.261494644,-0.11192114,-0.122320083,-0.163093099,-0.135107936,-0.265585839
5/14/2009,0.12139239,0.038029285,0.104028374,0.076517481,0.041214057,0.093080374
5/15/2009,-0.061175536,-0.054620562,-0.10102791,-0.029273778,-0.053285771,-0.055438814
5/18/2009,0.285437803,0.11440427,0.239663365,0.152142881,0.272919225,0.330730528
5/19/2009,0.016423703,-0.032807783,-0.105616025,-0.005429403,-0.068316524,-0.00781129
5/20/2009,-0.01244627,0.043664103,-0.043282512,-0.005577372,-0.050773807,-0.068885494
5/21/2009,-0.195731818,-0.098404958,-0.092898411,-0.140606029,-0.149509228,-0.149624437
5/22/2009,-0.04664313,-0.001741397,-0.048046018,-0.063193712,-0.045317446,-0.031602807
5/25/2009,0,0,0,0,0,0
5/26/2009,0.222029805,0.110855431,0.20091674,0.17801493,0.229427985,0.30518183
5/27/2009,-0.068458273,-0.167459082,-0.157108571,-0.130324235,-0.175129237,-0.076140919
5/28/2009,0.068888236,0.088626816,0.07396909,0.102904453,0.110547679,0.088702389
5/29/2009,0.171863449,0.134701235,0.097755209,0.137436959,0.096108581,0.130378204
6/1/2009,0.157811371,0.184418119,0.213965854,0.246544276,0.103912515,0.205375108
6/2/2009,-0.040946191,0.063207889,0.056900714,0.044412503,0.044519956,0.015210946
6/3/2009,-0.049610644,-0.10629501,-0.062381652,-0.110444763,-0.015537162,-0.028194667
6/4/2009,0.03543894,0.142340611,-0.00125305,0.031353203,0.004530435,0.229194449
6/5/2009,-0.02667717,0.020058762,-0.033468267,0.006324471,-0.030156439,0.008516019
6/8/2009,-0.036567306,0.015526201,-0.001358929,-0.031381897,-0.008215054,0.00283779
6/9/2009,0.052264939,-0.031359388,-0.081866059,-0.031329504,-0.085872928,0.068446044
6/10/2009,-0.01626058,-0.116146404,-0.033414553,-0.061096702,-0.035546907,-0.094061597
6/11/2009,0.022736893,0.115488203,0.100554281,0.033155325,0.062572422,-0.066231994
6/12/2009,0.001008764,0.033673362,0.026281179,-0.068670755,-0.022607784,-0.119292343
6/15/2009,-0.15378586,-0.229079859,-0.202742942,-0.215861273,-0.178079398,-0.149916463
6/16/2009,-0.096034384,-0.129647846,-0.0718645,-0.096320413,-0.04461943,-0.094185378
6/17/2009,-0.052060914,-0.060027289,0.061202019,-0.003000353,0.051079569,-0.140520675
6/18/2009,0.03902335,0.076101387,0.110212137,0.076883721,0.063652849,0.039903978
6/19/2009,0.058762208,0.018837997,-0.010288042,-0.028786475,-0.011417179,0.083583049
6/22/2009,-0.238932033,-0.355321195,-0.160755792,-0.211119321,-0.131480291,-0.348386539
6/23/2009,0.037881439,0.062691698,0.000197702,0.011841107,0.0287984,0.082739604
6/24/2009,0.048127255,0.071099656,0.037529018,0.099836922,0.000448959,0.025613816
6/25/2009,0.249857264,0.205493177,0.181580467,0.293994295,0.195665476,0.222708125
6/26/2009,-0.077185958,0.071828779,0.001582338,-0.004383844,0.050822645,0.092217332
6/29/2009,0.061994431,0.112988988,0.011344973,0.044647856,0.001329391,0.018217925
6/30/2009,0.03677918,-0.109613492,-0.106451304,-0.108653707,-0.099325412,-0.094546994
7/1/2009,0.07821529,-0.01806197,0.017061951,0.025183825,0.012226533,-0.048122509
7/2/2009,-0.204371667,-0.214176469,-0.257859285,-0.231096939,-0.239586173,-0.227729818
7/3/2009,0,0,0,0,0,0
7/6/2009,0.059531165,0.026278142,0.1101688,-0.013569251,0.115695582,0.032433064
7/7/2009,-0.119744349,-0.221456885,-0.234145318,-0.126744061,-0.218758747,-0.205700912
7/8/2009,-0.000756464,-0.002824404,-0.045899148,-0.097026193,-0.043397967,0.000811331
7/9/2009,-0.075976338,0.04431981,0.008528168,0.112962662,-0.003112623,0.079776499
7/10/2009,0.008543585,0.013454166,0.062946155,-0.044604994,0.056204155,0.029480765
7/13/2009,0.20024071,0.220551713,0.246015459,0.362193918,0.233214588,0.333200358
7/14/2009,0.037039189,0.047027635,0.013167971,0.037466684,0.016909062,0.04166767
7/15/2009,0.236451046,0.323358777,0.291436171,0.318589653,0.29211994,0.380694729
7/16/2009,0.025399584,0.101862304,0.188477397,0.042794671,0.145963688,0.108004606
7/17/2009,-0.01412051,0.008080588,-0.043847591,-0.033476549,-0.043589827,0.011332795
7/20/2009,0.033181071,0.255007341,0.110416855,0.094088065,0.106742534,0.132171606
7/21/2009,-0.00565593,0.087134865,-0.006983139,-0.032096669,-0.012639123,0.008056581
7/22/2009,0.01622078,-0.036945365,0.010088975,-0.020728692,-0.000455391,0.026113877
7/23/2009,0.180979531,0.159638899,0.146169437,0.243568415,0.115516237,0.229680415
7/24/2009,0.096471118,0.074484134,0.010683975,-0.046890196,0.032843615,-0.063917029
7/27/2009,0.037102766,0.009110618,-0.02233566,0.043466222,-0.033464811,-0.100287082
7/28/2009,0.015795731,-0.027291324,-0.052373585,-0.028747341,-0.028817367,-0.083062981
7/29/2009,0.048516244,-0.043177866,0.001970338,-0.044494698,0.03959904,-0.079389414
7/30/2009,0.073988735,0.101342891,0.134877931,0.160859586,0.153637106,0.183836019
7/31/2009,0.11090447,-0.039402617,0.047054028,-0.007221008,0.02764272,0.01982104
8/3/2009,0.157883752,0.075342923,0.136171627,0.181788612,0.111629286,0.182206144
8/4/2009,0.047149807,-0.004684249,0.106272515,-0.003410518,-0.005209717,-0.004087893
8/5/2009,0.128447036,-0.048791371,0.008469695,-0.0349588,0.01001312,0.068889132
8/6/2009,0.024170309,-0.018205219,0.013717672,-0.057905979,-0.037684004,0.004302141
8/7/2009,0.147655686,0.069260917,0.058681434,0.065242215,0.054723156,0.073814163
8/10/2009,-0.044002564,-0.024610384,-0.064562787,-0.072233381,-0.0754316,-0.054285546
8/11/2009,-0.198623083,-0.058774837,-0.036409972,-0.052696929,-0.07468659,-0.112644196
8/12/2009,0.092692289,0.090820662,0.077756119,0.124058052,0.103040828,0.123319765
8/13/2009,0.089025859,0.043775941,0.027897943,0.089656648,0.034015269,0.060787907
8/14/2009,-0.042252426,-0.077851402,-0.073841952,-0.115444125,-0.061442207,-0.119655875
8/17/2009,-0.262358589,-0.188735252,-0.202184967,-0.238121945,-0.226160933,-0.302137622
8/18/2009,0.154655502,0.102587352,0.076341073,0.096163164,0.098519263,0.171137519
8/19/2009,0.00875409,0.021451224,0.000329615,0.080307693,0.047950129,0.037546978
8/20/2009,0.14301522,0.082910118,0.051034728,0.103259962,0.078152102,0.102457634
8/21/2009,0.16932506,0.108196015,0.143955908,0.205607892,0.111836985,0.143359111
8/24/2009,-0.00705952,-0.024251485,-0.016965062,0.031907112,-0.027010553,-0.008671025
8/25/2009,0.074380754,0.023400999,0.110630686,-0.023647848,0.095998556,0.046670125
8/26/2009,-0.030565073,0.054485976,-0.020822591,-0.006341058,-0.006898436,-0.029092251
8/27/2009,0.051783481,-0.019831524,-0.005585866,0.022666181,0.0148369,0.075428387
8/28/2009,-0.016692859,-0.00163555,-0.05341323,0.007798364,-0.048247091,0.046687736
8/31/2009,0.069735139,-0.108572451,-0.110514359,-0.089659169,-0.0510463,-0.110643578
9/1/2009,-0.151143182,-0.218074002,-0.155189527,-0.171754446,-0.131389299,-0.296167571
9/2/2009,-0.060156815,-0.021409483,-0.064877879,-0.013792503,-0.069771929,-0.057037875
9/3/2009,0.017395847,0.075151525,0.008461501,0.051572821,-0.008644662,0.169272386
9/4/2009,0.077804748,0.121172396,0.085272878,0.077698,0.084610728,0.113992559
9/7/2009,0,0,0,0,0,0
9/8/2009,0.01679702,0.115839809,0.105510216,0.10444122,0.060526459,0.0884249
9/9/2009,0.033051461,0.056162352,0.076764245,0.111457622,0.01893589,0.108463181
9/10/2009,0.060244121,0.053552615,0.096185336,0.103223771,0.058723611,0.112385166
9/11/2009,-0.045583292,-0.030558262,-0.003513929,0.032002813,-0.009637698,-0.045923086
9/14/2009,-0.005176001,0.028549629,-0.014360491,0.029690503,0.030747618,0.046018726
9/15/2009,0.002783321,0.039445029,-0.010249195,0.039185507,-0.022931092,0.094293584
9/16/2009,0.100463694,0.128830451,0.198923824,0.138977836,0.188263619,0.216083361
9/17/2009,-0.054126929,-0.052736876,0.003690124,0.083584809,-0.005269299,0.047517414
9/18/2009,0.044555429,0.008157878,0.019900455,0.03492472,0.032671017,-0.002999485
9/21/2009,-0.015392316,0.008144727,0.014487209,-0.030932206,0.020891364,-0.086461839
9/22/2009,0.010369823,0.105160354,0.04661144,0.086392817,-0.010767854,0.184061301
9/23/2009,-0.024696995,-0.042441069,-0.051999241,-0.083799584,-0.068826182,-0.104630016
9/24/2009,-0.076447742,-0.100236737,-0.042707967,-0.073334795,-0.014003409,-0.120036068
9/25/2009,-0.038178612,-0.086786192,-0.035010818,-0.048393619,-0.024514852,-0.114094229
9/28/2009,0.062571216,0.163548556,0.125350245,0.098082742,0.101187051,0.206450978
9/29/2009,0.072756587,-0.022141077,-0.005240356,-0.022246618,-0.0219082,-0.029091011
9/30/2009,0.127637555,-0.049783267,-0.026811678,-0.070400679,-0.042877857,-0.04974482
10/1/2009,-0.163413389,-0.154242149,-0.101889251,-0.112220767,-0.114288043,-0.282532174
10/2/2009,-0.012481045,-0.037506011,-0.029675623,-0.057618415,-0.062442988,-0.003736333
10/5/2009,0.086300509,0.142404298,0.043460819,0.092112974,0.030336368,0.235969683
10/6/2009,0.079557231,0.099684384,0.099164346,0.095647064,0.081557595,0.155891515
10/7/2009,0.077836329,0.012016971,0.011809927,-0.018001034,0.052886375,0.116023113
10/8/2009,0.044567291,0.087277231,0.09843067,0.11692097,0.072505817,0.087886621
10/9/2009,0.005841884,0.046521801,0.013198921,0.034809922,0.031696934,0.027139652
10/12/2009,0.00556511,0.031317578,0.03110321,0.037566933,0.043878191,0.05946602
10/13/2009,-0.026929375,-0.012337062,0.002742027,0.007961264,-0.031769479,-0.042354667
10/14/2009,0.147895723,0.221510961,0.070471624,0.132111844,0.072526064,0.197250349
10/15/2009,-0.035454932,0.034039605,0.082754991,0.055014681,0.044398457,-0.047109634
10/16/2009,-0.036467805,-0.012544009,0.009624088,0.050245569,0.001794912,-0.159297118
10/19/2009,0.033877074,0.09830251,0.074648461,0.104022837,0.075798539,0.14774898
10/20/2009,-0.059014534,-0.050309857,-0.037661279,-0.082478214,0.016235382,0.048160214
10/21/2009,-0.129230842,-0.027951513,-0.088948931,-0.081388469,-0.091456233,-0.083023096
10/22/2009,0.030140894,0.099844738,0.108189492,0.06880276,0.116922363,0.067271331
10/23/2009,0.193915484,-0.146011413,-0.09719925,-0.144557683,-0.085639962,-0.149168926
10/26/2009,-0.014730104,-0.076423815,-0.087722927,-0.050509326,-0.104909695,-0.12475214
10/27/2009,-0.034748485,-0.045845067,0.034843631,-0.039194179,0.076947579,-0.049487049
10/28/2009,-0.1271256,-0.161762711,-0.057323041,-0.132313825,-0.061681549,-0.265050516
10/29/2009,0.170599945,0.167037977,0.061891176,0.147562102,0.139485467,0.311739917
10/30/2009,-0.246072202,-0.272201088,-0.229270642,-0.177067132,-0.227213525,-0.353837862
11/2/2009,0.073858777,0.010083086,0.075122158,0.090284686,0.088015004,0.074211252
11/3/2009,0.018919614,0.081444888,0.027782497,-0.050717511,0.025685225,0.088025548
11/4/2009,-0.025579307,-0.030321636,0.056135188,0.097854156,0.115719807,-0.028224061
11/5/2009,0.189079199,0.180839818,0.179054677,0.113865055,0.183513215,0.23639174
11/6/2009,0.075440088,0.030964767,-0.038780632,-0.005492398,-0.04873641,-0.012991235
11/9/2009,0.246343139,0.192646133,0.139283407,0.148451896,0.177861482,0.285651959
11/10/2009,5.70E-05,0.013702321,0.011030822,0.023934103,-0.003279557,0.060028992
11/11/2009,0.071438639,0.082733106,-0.001925716,-0.024308964,-0.013556133,0.08271399
11/12/2009,-0.107026616,-0.118743157,-0.10412252,-0.043705026,-0.090480702,-0.12001404
11/13/2009,0.05085039,0.030811877,0.099386252,0.042884404,0.090768783,0.04959444
11/16/2009,0.154438997,0.164108513,0.112181845,0.125298719,0.130905149,0.132095779
11/17/2009,0.005387344,0.006795774,0.021283928,0.029126447,0.023029682,-0.012039848
11/18/2009,0.026749148,0.015667354,-0.017824175,-0.01100643,-0.042478609,-0.028256426
11/19/2009,-0.094906048,-0.109683535,-0.098266453,-0.07724075,-0.079110145,-0.113368288
11/20/2009,-0.032499338,0.006490589,-0.061047484,-0.013140929,-0.014942761,-0.063214565
11/23/2009,0.105207851,0.100668836,0.115671399,0.090399103,0.107683866,0.118404027
11/24/2009,-0.029532291,-0.081675673,-0.024462851,0.015474274,-0.051809978,-0.041137752
11/25/2009,0.050209183,0.042231398,0.04903276,0.030580116,0.077592942,0.052768183
11/26/2009,0,0,0,0,0,0
11/27/2009,-0.123539272,-0.152731307,-0.175191009,-0.107306069,-0.161189043,-0.184894197
11/30/2009,0.267065442,-0.088271927,0.055318403,-0.018831414,-0.002689809,0.108909769
12/1/2009,0.020948335,0.076264551,0.08124423,0.073100329,0.113007457,0.07539572
12/2/2009,0.008925873,-0.035908651,-0.004605228,-0.009719799,0.012618914,0.038846128
12/3/2009,-0.165537328,-0.075703961,-0.081439,-0.085901828,-0.042780514,-0.120265409
12/4/2009,0.123969333,0.005782201,0.03532299,0.007601836,-0.000588516,-0.045807763
12/7/2009,-0.116105722,0.026307326,-0.026713332,0.024785406,-0.016618709,-0.075562817
12/8/2009,-0.019870402,-0.105314178,-0.148751616,-0.073982167,-0.071121684,-0.041834259
12/9/2009,0.000909409,0.043831904,-0.029690679,0.028354763,-0.012736488,0.061289572
12/10/2009,0.002613337,0.102250389,0.046107612,0.088772303,0.045845249,0.040852843
12/11/2009,0.073073579,0.031880751,0.105139707,0.05281994,0.047509168,0.005799862
12/14/2009,0.044223456,0.077975557,-0.049828755,-0.077193641,-0.021151942,0.078158775
12/15/2009,-0.075249536,-0.003495778,-0.05790715,-0.058123433,-0.020058016,-0.030638183
12/16/2009,0.04546745,0.032821668,-0.027350445,-0.055273479,-0.022858635,-0.000810173
12/17/2009,-0.11971003,-0.088317123,-0.138688585,-0.170560907,-0.071575327,-0.186390663
12/18/2009,0.077709473,0.000751034,0.056990039,0.061567357,0.021290908,0.061981568
12/21/2009,0.131967802,0.078557953,0.048484068,0.074967088,0.040290527,0.08009902
12/22/2009,0.00410045,0.039789238,-0.001505855,0.003346716,0.027769147,0.04306015
12/23/2009,0.056317119,-0.02127919,0.035400817,-0.00487141,0.054699567,0.100322154
12/24/2009,0.01291693,0.019583478,0.028837391,0.068235796,0.029627605,0.050923545
12/25/2009,0,0,0,0,0,0
12/28/2009,-0.034515566,0.001792715,0.014100669,0.027412277,0.007210979,0.010114365
12/29/2009,0.000952026,-0.034389649,0.002276592,-0.031316306,-0.005700449,-0.003281162
12/30/2009,-0.013179219,-0.006111138,-0.010095187,0.008848824,0.010865531,-0.019339636
12/31/2009,-0.062737626,-0.031855797,-0.088375479,-0.105831382,-0.082486642,-0.077573829
1/1/2010,0,0,0,0,0,0
1/4/2010,0.139546779,0.178108089,0.186540829,0.206537122,0.141899107,0.083153695
1/5/2010,0.010421652,0.073350952,0.032633223,0.026056234,0.047503841,0.087138176
1/6/2010,-0.063164636,0.05647612,-0.016953414,0.022055377,-0.025780619,-0.035715978
1/7/2010,0.041855886,0.025179899,0.054985361,0.05882454,-0.008628969,-0.040151327
1/8/2010,0.040610849,0.037214801,0.084010898,0.066623561,0.075640185,0.079712706
